de,logFC,range,region,feature,AR_logFC,H3K27ac_logFC,AR_status,H3K27ac_status
CABLES1,-0.4662222406791652,chr18:20852801-20855040,Intron,Enhancer,0.8485251223349429,-0.28964425166234536,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55742801-55749120,Intron,Enhancer,3.004698959918361,0.5008053330040716,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55742801-55749120,Intron,Enhancer,1.8906302366489092,0.5008053330040716,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55753361-55761440,Upstream Promoter (-5kb),Enhancer,1.3690914657545727,-0.040340855302540314,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55753361-55761440,Upstream Promoter (-5kb),Enhancer,1.1643705279767433,-0.040340855302540314,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55753361-55761440,Upstream Promoter (-5kb),Enhancer,1.0443869235553795,-0.040340855302540314,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55890201-55892280,Intron,Enhancer,1.877674447863188,0.5257819045129837,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55898081-55899160,Intron,No Feature,2.0273076954904132,0.7786073651983065,AR Up,H3K27ac Unchanged
NEDD4L,0.5371734366971431,chr18:55901561-55903040,Intron,No Feature,2.517175197420799,0.9006182957776976,AR Up,H3K27ac Up
NEDD4L,0.5371734366971431,chr18:55952481-55953560,Intron,No Feature,2.415185690641608,1.527248454418247,AR Up,H3K27ac Up
NEDD4L,0.5371734366971431,chr18:55952481-55953560,Intron,No Feature,2.415185690641608,1.1363247473977043,AR Up,H3K27ac Up
BCL2,-0.4231193248870459,chr18:60822201-60824360,Upstream Promoter (-5kb),No Feature,0.8825609234589153,-0.31169103325981656,AR Up,H3K27ac Unchanged
KDM4B,0.7385571562163513,chr19:4989881-4993440,Intron,Enhancer,0.8634834660790779,1.2578849592685677,AR Up,H3K27ac Up
GPCPD1,0.6993874880996777,chr20:5640881-5641720,Intergenic (>10kb),No Feature,1.5023261584151337,0.9255481018423093,AR Up,H3K27ac Unchanged
AL035661.1,-0.6310506691310563,chr20:24971401-24972360,Promoter (-1500/+500),Enhancer,1.1578031253525893,-0.11327348048418141,AR Up,H3K27ac Unchanged
VSTM2L,1.1965909914340669,chr20:36618041-36618720,Intron,Enhancer,2.7070764121159807,1.2365916319386214,AR Up,H3K27ac Up
VSTM2L,1.1965909914340669,chr20:36618921-36619480,Intron,Enhancer,2.1491930090658107,0.4089543309231926,AR Up,H3K27ac Unchanged
PMEPA1,0.41757626218304306,chr20:56354001-56354760,Intergenic (>10kb),Enhancer,0.9287191940725028,0.27131007063112544,AR Up,H3K27ac Unchanged
CLDN8,2.3065343996414724,chr21:31587841-31589480,Promoter (-1500/+500),No Feature,1.8257671420835113,0.695720645043905,AR Up,H3K27ac Unchanged
SEC14L2,2.6536480494766477,chr22:30804321-30805520,Promoter (-1500/+500),No Feature,2.6134488559647813,1.5303013311795512,AR Up,H3K27ac Up
SEC14L2,2.6536480494766477,chr22:30804321-30805520,Promoter (-1500/+500),No Feature,2.6134488559647813,1.006673701717203,AR Up,H3K27ac Unchanged
PISD,1.096291142166707,chr22:31925521-31929800,Intron,Enhancer,1.757265014964377,-0.2220795406736226,AR Up,H3K27ac Unchanged
PISD,1.096291142166707,chr22:31974201-31978000,Promoter (-1500/+500),Enhancer,1.338278197991982,0.2585248865764787,AR Up,H3K27ac Unchanged
PISD,1.096291142166707,chr22:31978961-31984600,Intron,Enhancer,1.2756201151447408,0.5264363206680819,AR Up,H3K27ac Unchanged
PISD,1.096291142166707,chr22:31978961-31984600,Intron,Enhancer,1.7425552572687772,0.5264363206680819,AR Up,H3K27ac Unchanged
PISD,1.096291142166707,chr22:32012401-32015120,Exon,Enhancer,1.1165774346194266,0.13135588425320321,AR Up,H3K27ac Unchanged
SERHL,0.6657362441610235,chr22:42931641-42936640,Intergenic (>10kb),Enhancer,1.810171745748012,0.13710516781413706,AR Up,H3K27ac Unchanged
RRP7A,0.4212676432890866,chr22:42931641-42936640,Intergenic (>10kb),Enhancer,1.810171745748012,0.13710516781413706,AR Up,H3K27ac Unchanged
SERHL2,0.7265376932677509,chr22:42931641-42936640,Intergenic (>10kb),Enhancer,1.810171745748012,0.13710516781413706,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:9971441-9973200,Intergenic (>10kb),No Feature,0.8044865340944037,0.15456988153832546,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:9971441-9973200,Intergenic (>10kb),No Feature,0.8044865340944037,0.389205450465452,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:10016641-10017240,Intron,No Feature,2.5672143908733687,0.657308189935159,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:10017441-10023240,Intron,Enhancer,2.8724350783913235,0.5366993752822099,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:10049881-10053000,Intron,Enhancer,1.101735910631716,0.16882623555118573,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:10056681-10058400,Intron,No Feature,2.137004974249365,0.5147997236505446,AR Up,H3K27ac Unchanged
WWC3,0.5924095115948027,chrX:10056681-10058400,Intron,No Feature,2.137004974249365,0.3006199330386229,AR Up,H3K27ac Unchanged
TMEM164,0.43087524428963114,chrX:109198161-109198840,Intergenic (>10kb),No Feature,1.8515268648129586,0.9418176542329184,AR Up,H3K27ac Unchanged
TMEM164,0.43087524428963114,chrX:109415841-109418720,Exon,No Feature,2.308293311025709,0.4289379511665088,AR Up,H3K27ac Unchanged
